danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre,key,mode,release_month,binary_outcome,bin_year
-0.009413409393411086,1.0878075631643327,0.769614681709175,-0.7006390865503975,0.5063940728383545,-0.3918256394405536,-0.7566681259999456,-0.1638100350886506,-0.2564798662857147,-0.543555902162885,pop,7,0,11,0,recent
0.3610007776587467,0.8534748941921984,0.47450792254930707,1.043801691750149,-0.3863388310650957,-0.3918256394405536,1.000964108616536,-0.9276710714197911,-0.5109496490117191,-0.4146047127468621,pop,10,1,9,1,recent
-1.7105748610403602,0.5864446435030226,0.6810167819167593,-0.5690015767289478,0.09346583171659781,-0.3918256394405536,-0.4936647624259464,-1.7000668679334023,1.0046648084781078,-0.09571411901198698,pop,2,1,8,1,recent
1.527119514674801,0.8589244911450388,0.9662427344083281,-0.5787525033823885,-0.43077350049015434,-0.3918200921105578,1.7065828889370214,0.7451419243444946,0.03839195659025552,-0.6796946959661138,pop,4,1,7,1,recent
1.0195148879736953,-0.29094046590427053,0.20970230383888971,-0.35545628301859583,0.42560376479279355,-0.3918256394405536,-0.46159118150228806,-0.573478523847251,-0.7774398734352337,-1.1358374254138532,pop,5,0,4,0,recent
1.7329051741482222,0.7281341642768707,1.2560797300117699,-0.3525310050225635,-0.3872365011544909,-0.3918256394405536,-0.24990554740614246,1.0267890103660322,-0.6279634549189674,-1.0940707311273785,pop,5,0,7,1,recent
0.6833983108337737,-0.22554530247018653,1.2373061973420014,-0.6148309320001191,-0.02771963035174384,-0.3918256394405536,-0.5064941947954098,-0.3131683382818903,-0.5174050714048264,-0.6850976787628744,pop,7,1,1,1,recent
0.27182699188693077,-0.13290215427190086,0.7801542088220275,-0.3476555416958432,0.03511727590591473,-0.3918256394405536,-0.8150420432810039,-0.5649437636647802,-0.9269162919515004,-1.073686750575963,pop,5,1,9,1,recent
0.12777703025553655,0.635491016078585,0.1125410382672814,-0.09608163403707229,-0.7841862146850145,-0.3918256394405536,2.4763488311048234,-0.7228368270404907,-0.2197507388766546,-0.007907462227054213,pop,1,0,7,0,recent
-0.49643947014717515,0.33576318367236724,0.9405526370707502,-0.6567599166099144,-0.07709148526847567,-0.3918256394405536,-0.051049345679460234,0.05382634956435611,-0.625403546038942,-0.340371003654398,pop,0,1,10,1,recent
